Text,Upos,Xpos
towards,ADP,IN
a,DET,DT
door,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
SAMUELS,PROPN,NNP
This,DET,DT
way,NOUN,NN
",",PUNCT,","
sir,PROPN,NNP
.,PUNCT,.
[,PUNCT,-LRB-
Samuels,PROPN,NNP
follows,VERB,VBZ
O'Neill,PROPN,NNP
",",PUNCT,","
and,CCONJ,CC
the,DET,DT
officer,NOUN,NN
takes,VERB,VBZ
Samuels,PROPN,NNP
's,PART,POS
position,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
INT,PROPN,NNP
—,PUNCT,","
HAMMOND,PROPN,NNP
'S,PART,POS
OFFICE,NOUN,NN
[,PUNCT,-LRB-
There,PRON,EX
are,VERB,VBP
two,NUM,CD
knocks,NOUN,NNS
on,ADP,IN
the,DET,DT
door,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
HAMMOND,PROPN,NNP
Come,VERB,VB
.,PUNCT,.
[,PUNCT,-LRB-
Samuels,PROPN,NNP
and,CCONJ,CC
O'Neill,PROPN,NNP
enter,VERB,VBP
.,PUNCT,.
],PUNCT,-RRB-
SAMUELS,PROPN,NNP
General,PROPN,NNP
Hammond,PROPN,NNP
",",PUNCT,","
Colonel,PROPN,NNP
Jack,PROPN,NNP
O'Neill,PROPN,NNP
.,PUNCT,.
O'NEILL,PROPN,NNP
Retired,VERB,VBD
.,PUNCT,.
HAMMOND,PROPN,NNP
I,PRON,PRP
can,AUX,MD
see,VERB,VB
that,PRON,DT
.,PUNCT,.
Me,PRON,PRP
",",PUNCT,","
I,PRON,PRP
'm,AUX,VBP
on,ADP,IN
my,PRON,PRP$
last,ADJ,JJ
tour,NOUN,NN
.,PUNCT,.
Time,NOUN,NN
to,PART,TO
start,VERB,VB
getting,VERB,VBG
my,PRON,PRP$
thoughts,NOUN,NNS
together,ADV,RB
",",PUNCT,","
maybe,ADV,RB
write,VERB,VB
a,DET,DT
book,NOUN,NN
.,PUNCT,.
You,PRON,PRP
ever,ADV,RB
think,VERB,VBP
of,SCONJ,IN
writing,VERB,VBG
a,DET,DT
book,NOUN,NN
on,ADP,IN
your,PRON,PRP$
exploits,NOUN,NNS
in,ADP,IN
the,DET,DT
line,NOUN,NN
of,ADP,IN
duty,NOUN,NN
?,PUNCT,.
O'NEILL,PROPN,NNP
I,PRON,PRP
've,AUX,VBP
thought,VERB,VBN
about,ADP,IN
it,PRON,PRP
",",PUNCT,","
but,CCONJ,CC
then,ADV,RB
I,PRON,PRP
'd,AUX,MD
have,VERB,VB
to,PART,TO
shoot,VERB,VB
anyone,PRON,NN
that,PRON,WDT
actually,ADV,RB
read,VERB,VBD
it,PRON,PRP
.,PUNCT,.
(,PUNCT,-LRB-
getting,VERB,VBG
no,DET,DT
response,NOUN,NN
),PUNCT,-RRB-
That,PRON,DT
's,AUX,VBZ
a,DET,DT
joke,NOUN,NN
",",PUNCT,","
sir,PROPN,NNP
.,PUNCT,.
Most,ADJ,JJS
of,ADP,IN
my,PRON,PRP$
work,NOUN,NN
the,DET,DT
last,ADJ,JJ
ten,NUM,CD
years,NOUN,NNS
was,AUX,VBD
classified,VERB,VBN
.,PUNCT,.
HAMMOND,PROPN,NNP
Yes,INTJ,UH
",",PUNCT,","
of,ADV,RB
course,ADV,RB
.,PUNCT,.
O'NEILL,PROPN,NNP
Major,PROPN,NNP
Samuels,PROPN,NNP
mentioned,VERB,VBD
something,PRON,NN
about,ADP,IN
the,DET,DT
Stargate,PROPN,NNP
?,PUNCT,.
HAMMOND,PROPN,NNP
Down,ADV,RB
to,ADP,IN
business,NOUN,NN
",",PUNCT,","
I,PRON,PRP
can,AUX,MD
do,VERB,VB
that,PRON,DT
.,PUNCT,.
(,PUNCT,-LRB-
standing,VERB,VBG
),PUNCT,-RRB-
This,DET,DT
way,NOUN,NN
.,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
all,DET,DT
leave,VERB,VBP
the,DET,DT
office,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
INT,NOUN,NN
—LAB,NOUN,NN
[,PUNCT,-LRB-
A,DET,DT
doctor,NOUN,NN
pulls,VERB,VBZ
back,ADV,RB
a,DET,DT
sheet,NOUN,NN
from,ADP,IN
dead,ADJ,JJ
Jaffa,PROPN,NNP
's,PART,POS
face,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
HAMMOND,PROPN,NNP
Anyone,PRON,NN
you,PRON,PRP
know,VERB,VBP
",",PUNCT,","
Colonel,PROPN,NNP
?,PUNCT,.
DOCTOR,NOUN,NN
They,PRON,PRP
're,AUX,VBP
not,PART,RB
human,ADJ,JJ
.,PUNCT,.
O'NEILL,PROPN,NNP
Ya,PRON,PRP
think,VERB,VB
?,PUNCT,.
DOCTOR,NOUN,NN
Best,ADJ,JJS
we,PRON,PRP
can,AUX,MD
tell,VERB,VB
",",PUNCT,","
these,DET,DT
slits,NOUN,NNS
are,AUX,VBP
actually,ADV,RB
a,DET,DT
pouch,NOUN,NN
",",PUNCT,","
similar,ADJ,JJ
to,ADP,IN
that,PRON,DT
found,VERB,VBN
in,ADP,IN
a,DET,DT
marsupial,NOUN,NN
.,PUNCT,.
SAMUELS,PROPN,NNP
Like,ADP,IN
a,DET,DT
kangaroo,NOUN,NN
.,PUNCT,.
DOCTOR,NOUN,NN
We,PRON,PRP
have,AUX,VBP
n't,PART,RB
done,VERB,VBN
an,DET,DT
autopsy,NOUN,NN
yet,ADV,RB
.,PUNCT,.
HAMMOND,PROPN,NNP
These,DET,DT
people—or,NOUN,NNS
aliens—or,VERB,VBP
whatever,PRON,WP
you,PRON,PRP
want,VERB,VBP
to,PART,TO
call,VERB,VB
them,PRON,PRP
…,PUNCT,.
came,VERB,VBD
through,ADV,RB
…,PUNCT,.
killed,VERB,VBD
four,NUM,CD
of,ADP,IN
my,PRON,PRP$
people,NOUN,NNS
and,CCONJ,CC
kidnapped,VERB,VBD
another,DET,DT
using,VERB,VBG
advanced,ADJ,JJ
weapons,NOUN,NNS
.,PUNCT,.
O'NEILL,PROPN,NNP
Weapons,PROPN,NNPS
",",PUNCT,","
sir,PROPN,NNP
?,PUNCT,.
[,PUNCT,-LRB-
An,DET,DT
airman,NOUN,NN
brings,VERB,VBZ
forwards,VERB,VBZ
a,DET,DT
staff,NOUN,NN
weapon,NOUN,NN
and,CCONJ,CC
Hammond,PROPN,NNP
hands,VERB,VBZ
it,PRON,PRP
to,ADP,IN
O'Neill,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
SAMUELS,PROPN,NNP
We,PRON,PRP
ca,AUX,MD
n't,PART,RB
figure,VERB,VB
out,ADP,RP
how,ADV,WRB
they,PRON,PRP
operate,VERB,VBP
.,PUNCT,.
[,PUNCT,-LRB-
With,ADP,IN
confidence,NOUN,NN
",",PUNCT,","
O'Neill,PROPN,NNP
activates,VERB,VBZ
and,CCONJ,CC
then,ADV,RB
deactivates,VERB,VBZ
the,DET,DT
weapon,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
HAMMOND,PROPN,NNP
Seen,VERB,VBD
one,NUM,CD
before,ADV,RB
",",PUNCT,","
I,PRON,PRP
take,VERB,VBP
it,PRON,PRP
?,PUNCT,.
O'NEILL,PROPN,NNP
Yes,INTJ,UH
",",PUNCT,","
sir.,INTJ,UH
(,PUNCT,-LRB-
hands,NOUN,NNS
the,DET,DT
weapon,NOUN,NN
back,ADV,RB
),PUNCT,-RRB-
But,CCONJ,CC
there,PRON,EX
are,VERB,VBP
no,DET,DT
creatures,NOUN,NNS
like,ADP,IN
this,PRON,DT
on,ADP,IN
Abydos,PROPN,NNP
.,PUNCT,.
Those,DET,DT
people,NOUN,NNS
were,AUX,VBD
human,ADJ,JJ
.,PUNCT,.
They,PRON,PRP
were,AUX,VBD
from,ADP,IN
Earth,PROPN,NNP
.,PUNCT,.
Ra,PROPN,NNP
brought,VERB,VBD
'em,PRON,PRP
there,ADV,RB
thousands,NOUN,NNS
of,ADP,IN
years,NOUN,NNS
ago,ADV,RB
.,PUNCT,.
HAMMOND,PROPN,NNP
I,PRON,PRP
know,VERB,VBP
all,DET,DT
about,ADP,IN
that,PRON,DT
.,PUNCT,.
But,CCONJ,CC
your,PRON,PRP$
report,NOUN,NN
said,VERB,VBD
this,DET,DT
Ra,PROPN,NNP
was,AUX,VBD
in,ADP,IN
fact,NOUN,NN
some,DET,DT
kind,NOUN,NN
of,ADP,IN
alien,ADJ,JJ
that,PRON,WDT
lived,VERB,VBD
inside,ADP,IN
a,DET,DT
human,ADJ,JJ
body,NOUN,NN
.,PUNCT,.
O'NEILL,PROPN,NNP
Yeah,INTJ,UH
",",PUNCT,","
his,PRON,PRP$
eyes,NOUN,NNS
glowed,VERB,VBD
.,PUNCT,.
That,PRON,DT
was,AUX,VBD
our,PRON,PRP$
first,ADJ,JJ
clue,NOUN,NN
.,PUNCT,.
HAMMOND,PROPN,NNP
Are,AUX,VBP
you,PRON,PRP
sure,ADJ,JJ
he,PRON,PRP
's,AUX,VBZ
dead,ADJ,JJ
",",PUNCT,","
Colonel,PROPN,NNP
?,PUNCT,.
O'NEILL,PROPN,NNP
Unless,SCONJ,IN
he,PRON,PRP
could,AUX,MD
survive,VERB,VB
a,DET,DT
tactical,ADJ,JJ
nuclear,ADJ,JJ
warhead,NOUN,NN
blowing,VERB,VBG
up,ADP,RP
in,ADP,IN
his,PRON,PRP$
face,NOUN,NN
",",PUNCT,","
I,PRON,PRP
'm,AUX,VBP
positive,ADJ,JJ
.,PUNCT,.
Why,ADV,WRB
?,PUNCT,.
HAMMOND,PROPN,NNP
These,DET,DT
"""",PUNCT,``
people,NOUN,NNS
"""",PUNCT,''
",",PUNCT,","
or,CCONJ,CC
whatever,PRON,WP
they,PRON,PRP
are,AUX,VBP
",",PUNCT,","
were,AUX,VBD
guarding,VERB,VBG
another,DET,DT
man,NOUN,NN
who,PRON,WP
retreated,VERB,VBD
back,ADV,RB
through,ADP,IN
the,DET,DT
Stargate,PROPN,NNP
.,PUNCT,.
I,PRON,PRP
got,VERB,VBD
a,DET,DT
good,ADJ,JJ
look,NOUN,NN
at,ADP,IN
his,PRON,PRP$
eyes,NOUN,NNS
",",PUNCT,","
Colonel,PROPN,NNP
.,PUNCT,.
They,PRON,PRP
glowed,VERB,VBD
.,PUNCT,.
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
looks,VERB,VBZ
shocked,ADJ,JJ
.,PUNCT,.
],PUNCT,-RRB-
INT,PROPN,NNP
—,PUNCT,","
CORRIDOR,PROPN,NNP
[,PUNCT,-LRB-
Hammond,PROPN,NNP
",",PUNCT,","
O'Neill,PROPN,NNP
and,CCONJ,CC
Samuels,PROPN,NNP
are,AUX,VBP
walking,VERB,VBG
.,PUNCT,.
],PUNCT,-RRB-
HAMMOND,PROPN,NNP
How,ADV,WRB
do,AUX,VBP
you,PRON,PRP
feel,VERB,VB
about,ADP,IN
the,DET,DT
Stargate,PROPN,NNP
mission,NOUN,NN
after,ADV,RB
all,DET,PDT
this,DET,DT
time,NOUN,NN
",",PUNCT,","
Colonel,PROPN,NNP
?,PUNCT,.
O'NEILL,PROPN,NNP
How,ADV,WRB
do,AUX,VBP
you,PRON,PRP
mean,VERB,VB
?,PUNCT,.
HAMMOND,PROPN,NNP
Well,INTJ,UH
",",PUNCT,","
it,PRON,PRP
's,AUX,VBZ
been,AUX,VBN
over,ADV,RB
a,DET,DT
year,NOUN,NN
.,PUNCT,.
Has,AUX,VBZ
your,PRON,PRP$
perspective,NOUN,NN
changed,VERB,VBN
?,PUNCT,.
O'NEILL,PROPN,NNP
Well,INTJ,UH
",",PUNCT,","
sir,PROPN,NNP
I,PRON,PRP
…,PUNCT,","
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
's,PART,POS
voice,NOUN,NN
trails,VERB,VBZ
off,ADP,RP
as,SCONJ,IN
he,PRON,PRP
notes,VERB,VBZ
Ferretti,PROPN,NNP
and,CCONJ,CC
Kawalsky,PROPN,NNP
being,AUX,VBG
led,VERB,VBN
through,ADP,IN
another,DET,DT
door,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
INT,PROPN,NNP
—,PUNCT,","
HAMMOND,PROPN,NNP
'S,PART,POS
OFFICE,NOUN,NN
O'NEILL,PROPN,NNP
Was,VERB,VBD
that,SCONJ,IN
…?,PUNCT,","
HAMMOND,PROPN,NNP
Kawalsky,PROPN,NNP
and,CCONJ,CC
Ferretti,PROPN,NNP
yes,INTJ,UH
",",PUNCT,","
they,PRON,PRP
were,AUX,VBD
under,ADP,IN
your,PRON,PRP$
command,NOUN,NN
on,ADP,IN
the,DET,DT
first,ADJ,JJ
Stargate,PROPN,NNP
mission,NOUN,NN
.,PUNCT,.
Tell,VERB,VB
me,PRON,PRP
about,ADP,IN
Daniel,PROPN,NNP
Jackson,PROPN,NNP
",",PUNCT,","
Colonel,PROPN,NNP
.,PUNCT,.
[,PUNCT,-LRB-
Through,ADP,IN
the,DET,DT
window,NOUN,NN
in,ADP,IN
Hammond,PROPN,NNP
's,PART,POS
office,NOUN,NN
",",PUNCT,","
O'Neill,PROPN,NNP
watches,VERB,VBZ
Kawalsky,PROPN,NNP
and,CCONJ,CC
Ferretti,PROPN,NNP
in,ADP,IN
the,DET,DT
briefing,NOUN,NN
room,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Why,ADV,WRB
are,AUX,VBP
they,PRON,PRP
questioning,VERB,VBG
my,PRON,PRP$
men,NOUN,NNS
?,PUNCT,.
HAMMOND,PROPN,NNP
They,PRON,PRP
're,AUX,VBP
not,PART,RB
your,PRON,PRP$
men,NOUN,NNS
anymore,ADV,RB
",",PUNCT,","
Colonel—,PROPN,NNP
you,PRON,PRP
retired,VERB,VBD
.,PUNCT,.
Daniel,PROPN,NNP
Jackson,PROPN,NNP
?,PUNCT,.
O'NEILL,PROPN,NNP
You,PRON,PRP
read,VERB,VBD
the,DET,DT
report,NOUN,NN
?,PUNCT,.
HAMMOND,PROPN,NNP
Yes,INTJ,UH
.,PUNCT,.
O'NEILL,PROPN,NNP
It,PRON,PRP
's,AUX,VBZ
all,ADV,RB
there,ADV,RB
.,PUNCT,.
SAMUELS,PROPN,NNP
Is,AUX,VBZ
it,PRON,PRP
?,PUNCT,.
O'NEILL,PROPN,NNP
What,PRON,WP
's,AUX,VBZ
this,PRON,DT
all,DET,DT
about,ADP,IN
",",PUNCT,","
General,PROPN,NNP
?,PUNCT,.
HAMMOND,PROPN,NNP
You,PRON,PRP
did,AUX,VBD
n't,PART,RB
like,VERB,VB
Daniel,PROPN,NNP
Jackson,PROPN,NNP
",",PUNCT,","
did,AUX,VBD
you,PRON,PRP
?,PUNCT,.
O'NEILL,PROPN,NNP
Daniel,PROPN,NNP
was,AUX,VBD
a,DET,DT
scientist,NOUN,NN
.,PUNCT,.
He,PRON,PRP
sneezed,VERB,VBD
a,DET,DT
lot,NOUN,NN
.,PUNCT,.
Basically,ADV,RB
he,PRON,PRP
was,AUX,VBD
a,DET,DT
geek,NOUN,NN
",",PUNCT,","
sir,PROPN,NNP
.,PUNCT,.
SAMUELS,PROPN,NNP
So,ADV,RB
you,PRON,PRP
did,AUX,VBD
n't,PART,RB
have,VERB,VB
a,DET,DT
lot,NOUN,NN
of,ADP,IN
time,NOUN,NN
for,ADP,IN
him,PRON,PRP
.,PUNCT,.
O'NEILL,PROPN,NNP
I,PRON,PRP
did,AUX,VBD
n't,PART,RB
say,VERB,VB
that,PRON,DT
.,PUNCT,.
He,PRON,PRP
also,ADV,RB
saved,VERB,VBD
my,PRON,PRP$
life,NOUN,NN
and,CCONJ,CC
found,VERB,VBD
the,DET,DT
way,NOUN,NN
home,ADV,RB
for,ADP,IN
my,PRON,PRP$
men,NOUN,NNS
and,CCONJ,CC
me—a,DET,DT
little,ADJ,JJ
thing,NOUN,NN
like,SCONJ,IN
that,PRON,DT
kinda,ADV,RB
makes,VERB,VBZ
a,DET,DT
person,NOUN,NN
grow,VERB,VB
on,ADP,IN
ya,PRON,PRP
.,PUNCT,.
Know,VERB,VB
what,PRON,WP
I,PRON,PRP
mean,VERB,VBP
?,PUNCT,.
HAMMOND,PROPN,NNP
According,VERB,VBG
to,ADP,IN
the,DET,DT
mission,NOUN,NN
brief,NOUN,NN
",",PUNCT,","
your,PRON,PRP$
orders,NOUN,NNS
were,VERB,VBD
to,PART,TO
go,VERB,VB
through,ADP,IN
the,DET,DT
Stargate,PROPN,NNP
",",PUNCT,","
detect,VERB,VB
any,DET,DT
possible,ADJ,JJ
threat,NOUN,NN
to,ADP,IN
earth,NOUN,NN
",",PUNCT,","
and,CCONJ,CC
",",PUNCT,","
if,SCONJ,IN
found,VERB,VBN
",",PUNCT,","
to,PART,TO
detonate,VERB,VB
a,DET,DT
nuclear,ADJ,JJ
device,NOUN,NN
and,CCONJ,CC
destroy,VERB,VB
the,DET,DT
',PUNCT,``
gate,NOUN,NN
on,ADP,IN
the,DET,DT
other,ADJ,JJ
side,NOUN,NN
.,PUNCT,.
O'NEILL,PROPN,NNP
Yes,INTJ,UH
.,PUNCT,.
SAMUELS,PROPN,NNP
But,CCONJ,CC
that,PRON,DT
's,AUX,VBZ
not,PART,RB
what,PRON,WP
you,PRON,PRP
did,VERB,VBD
",",PUNCT,","
is,AUX,VBZ
it,PRON,PRP
?,PUNCT,.
O'NEILL,PROPN,NNP
Not,ADV,RB
right,ADV,RB
away,ADV,RB
.,PUNCT,.
Ra,PROPN,NNP
's,PART,POS
forces,NOUN,NNS
overpowered,VERB,VBD
my,PRON,PRP$
team,NOUN,NN
and,CCONJ,CC
took,VERB,VBD
the,DET,DT
weapon,NOUN,NN
before,SCONJ,IN
I,PRON,PRP
could,AUX,MD
arm,VERB,VB
it,PRON,PRP
.,PUNCT,.
SAMUELS,PROPN,NNP
But,CCONJ,CC
with,ADP,IN
Doctor,PROPN,NNP
Jackson,PROPN,NNP
's,PART,POS
help,NOUN,NN
you,PRON,PRP
eventually,ADV,RB
regained,VERB,VBD
control,NOUN,NN
and,CCONJ,CC
did,VERB,VBD
in,ADP,IN
fact,NOUN,NN
detonate,VERB,VB
the,DET,DT
weapon,NOUN,NN
.,PUNCT,.
Yes,INTJ,UH
?,PUNCT,.
O'NEILL,PROPN,NNP
Yes,INTJ,UH
.,PUNCT,.
HAMMOND,PROPN,NNP
To,ADP,IN
the,DET,DT
best,ADJ,JJS
of,ADP,IN
your,PRON,PRP$
knowledge,NOUN,NN
",",PUNCT,","
Daniel,PROPN,NNP
Jackson,PROPN,NNP
and,CCONJ,CC
everyone,PRON,NN
else,ADJ,JJ
you,PRON,PRP
knew,VERB,VBD
on,ADP,IN
Abydos,PROPN,NNP
is,AUX,VBZ
dead,ADJ,JJ
",",PUNCT,","
correct,ADJ,JJ
?,PUNCT,.
O'NEILL,PROPN,NNP
(,PUNCT,-LRB-
pausing,VERB,VBG
slightly,ADV,RB
),PUNCT,-RRB-
That,PRON,DT
's,AUX,VBZ
correct,ADJ,JJ
.,PUNCT,.
HAMMOND,PROPN,NNP
Good.,PROPN,NNP
(,PUNCT,-LRB-
standing,NOUN,NN
),PUNCT,-RRB-
Then,ADV,RB
you,PRON,PRP
wo,AUX,MD
n't,PART,RB
mind,VERB,VB
if,SCONJ,IN
I,PRON,PRP
authorize,VERB,VBP
a,DET,DT
go,NOUN,NN
ahead,ADV,RB
on,ADP,IN
our,PRON,PRP$
plan,NOUN,NN
.,PUNCT,.
INT,NOUN,NN
—,PUNCT,","
CORRIDOR,NOUN,NN
[,PUNCT,-LRB-
They,PRON,PRP
leave,VERB,VBP
the,DET,DT
office,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
HAMMOND,PROPN,NNP
This,DET,DT
quartz,NOUN,NN
material,NOUN,NN
the,DET,DT
Stargates,PROPN,NNPS
are,AUX,VBP
made,VERB,VBN
of—it,PRON,PRP
must,AUX,MD
be,AUX,VB
tough,ADJ,JJ
stuff,NOUN,NN
if,SCONJ,IN
it,PRON,PRP
can,AUX,MD
withstand,VERB,VB
a,DET,DT
Mark,PROPN,NNP
III,PROPN,NNP
.,PUNCT,.
O'NEILL,PROPN,NNP
Well,INTJ,UH
",",PUNCT,","
we,PRON,PRP
sent,VERB,VBD
a,DET,DT
robot,NOUN,NN
probe,NOUN,NN
through,ADP,IN
after,SCONJ,IN
we,PRON,PRP
got,VERB,VBD
back,ADV,RB
",",PUNCT,","
sir,PROPN,NNP
.,PUNCT,.
It,PRON,PRP
was,AUX,VBD
flattened,VERB,VBN
on,ADP,IN
the,DET,DT
other,ADJ,JJ
end,NOUN,NN
.,PUNCT,.
Obviously,ADV,RB
",",PUNCT,","
the,DET,DT
Abydos,PROPN,NNP
Stargate,PROPN,NNP
had,AUX,VBD
been,AUX,VBN
buried,VERB,VBN
in,ADP,IN
the,DET,DT
rubble,NOUN,NN
.,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
enter,VERB,VBP
the,DET,DT
gate,NOUN,NN
room,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
HAMMOND,PROPN,NNP
Well,INTJ,UH
",",PUNCT,","
somehow,ADV,RB
it,PRON,PRP
got,AUX,VBD
unburied,ADJ,JJ
.,PUNCT,.
INT—GATE,PROPN,NNP
ROOM,NOUN,NN
[,PUNCT,-LRB-
There,PRON,EX
is,VERB,VBZ
a,DET,DT
bomb,NOUN,NN
being,AUX,VBG
prepped,VERB,VBN
at,ADP,IN
the,DET,DT
bottom,NOUN,NN
of,ADP,IN
the,DET,DT
Stargate,PROPN,NNP
ramp,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Oh,INTJ,UH
my,PRON,PRP$
God,PROPN,NNP
.,PUNCT,.
You,PRON,PRP
're,AUX,VBP
sending,VERB,VBG
another,DET,DT
bomb,NOUN,NN
?,PUNCT,.
HAMMOND,PROPN,NNP
Mark,PROPN,NNP
V,PROPN,NNP
this,DET,DT
time,NOUN,NN
.,PUNCT,.
If,SCONJ,IN
these,DET,DT
creatures,NOUN,NNS
did,AUX,VBD
reopen,VERB,VB
the,DET,DT
Abydos,PROPN,NNP
Gate,PROPN,NNP
",",PUNCT,","
we,PRON,PRP
intend,VERB,VBP
to,PART,TO
reseal,VERB,VB
it,PRON,PRP
for,ADP,IN
good,ADJ,JJ
.,PUNCT,.
O'NEILL,PROPN,NNP
General,PROPN,NNP
",",PUNCT,","
you,PRON,PRP
ca,AUX,MD
n't,PART,RB
do,VERB,VB
that,PRON,DT
.,PUNCT,.
HAMMOND,PROPN,NNP
Countdown,PROPN,NNP
's,AUX,VBZ
already,ADV,RB
started,VERB,VBN
…,PUNCT,.
Unless,SCONJ,IN
you,PRON,PRP
have,VERB,VBP
something,PRON,NN
to,PART,TO
add,VERB,VB
.,PUNCT,.
O'NEILL,PROPN,NNP
(,PUNCT,-LRB-
after,ADP,IN
a,DET,DT
long,ADJ,JJ
pause,NOUN,NN
),PUNCT,-RRB-
General,PROPN,NNP
Hammond,PROPN,NNP
?,PUNCT,.
Sir,PROPN,NNP
?,PUNCT,.
I,PRON,PRP
regret,VERB,VBP
to,PART,TO
inform,VERB,VB
you,PRON,PRP
that,SCONJ,IN
my,PRON,PRP$
report,NOUN,NN
was,AUX,VBD
not,PART,RB
entirely,ADV,RB
accurate,ADJ,JJ
.,PUNCT,.
HAMMOND,PROPN,NNP
You,PRON,PRP
did,AUX,VBD
n't,PART,RB
detonate,VERB,VB
the,DET,DT
bomb,NOUN,NN
.,PUNCT,.
O'NEILL,PROPN,NNP
No,INTJ,UH
",",PUNCT,","
I,PRON,PRP
did,AUX,VBD
detonate,VERB,VB
the,DET,DT
bomb,NOUN,NN
",",PUNCT,","
sir,PROPN,NNP
",",PUNCT,","
and,CCONJ,CC
it,PRON,PRP
was,AUX,VBD
aboard,ADP,IN
Ra,PROPN,NNP
's,PART,POS
spacecraft,NOUN,NN
",",PUNCT,","
so,ADV,RB
it,PRON,PRP
did,AUX,VBD
kill,VERB,VB
him,PRON,PRP
and,CCONJ,CC
eliminate,VERB,VB
the,DET,DT
risk,NOUN,NN
to,ADP,IN
Earth,PROPN,NNP
.,PUNCT,.
SAMUELS,PROPN,NNP
However,ADV,RB
?,PUNCT,.
O'NEILL,PROPN,NNP
However,ADV,RB
…,PUNCT,.
Ra,PROPN,NNP
's,PART,POS
ship,NOUN,NN
was,AUX,VBD
in,ADP,IN
orbit,NOUN,NN
above,ADP,IN
the,DET,DT
planet,NOUN,NN
at,ADP,IN
the,DET,DT
time,NOUN,NN
.,PUNCT,.
Neither,CCONJ,CC
the,DET,DT
',PUNCT,``
gate,NOUN,NN
nor,CCONJ,CC
anything,PRON,NN
else,ADJ,JJ
on,ADP,IN
the,DET,DT
planet,NOUN,NN
was,AUX,VBD
destroyed,VERB,VBN
.,PUNCT,.
Daniel,PROPN,NNP
Jackson,PROPN,NNP
is,AUX,VBZ
alive,ADJ,JJ
and,CCONJ,CC
living,VERB,VBG
with,ADP,IN
the,DET,DT
people,NOUN,NNS
on,ADP,IN
Abydos,PROPN,NNP
.,PUNCT,.
HAMMOND,PROPN,NNP
You,PRON,PRP
violated,VERB,VBD
direct,ADJ,JJ
orders,NOUN,NNS
!,PUNCT,.
Why,ADV,WRB
?,PUNCT,.
O'NEILL,PROPN,NNP
Because,SCONJ,IN
the,DET,DT
people,NOUN,NNS
of,ADP,IN
Abydos,PROPN,NNP
are,AUX,VBP
no,DET,DT
threat,NOUN,NN
to,ADP,IN
us,PRON,PRP
!,PUNCT,.
They,PRON,PRP
deserve,VERB,VBP
to,PART,TO
be,AUX,VB
left,VERB,VBN
alone,ADV,RB
.,PUNCT,.
HAMMOND,PROPN,NNP
That,PRON,DT
's,AUX,VBZ
not,PART,RB
up,ADP,IN
to,ADP,IN
you,PRON,PRP
!,PUNCT,.
O'NEILL,PROPN,NNP
With,ADP,IN
all,DET,DT
due,ADJ,JJ
respect,NOUN,NN
",",PUNCT,","
sir—if,NOUN,NN
I,PRON,PRP
'd,AUX,MD
come,VERB,VB
back,ADV,RB
here,ADV,RB
and,CCONJ,CC
reported,VERB,VBD
the,DET,DT
',PUNCT,``
gate,NOUN,NN
on,ADP,IN
the,DET,DT
other,ADJ,JJ
side,NOUN,NN
was,AUX,VBD
still,ADV,RB
intact,ADJ,JJ
",",PUNCT,","
we,PRON,PRP
would,AUX,MD
have,AUX,VB
sent,VERB,VBN
another,DET,DT
bomb,NOUN,NN
",",PUNCT,","
just,ADV,RB
like,SCONJ,IN
you,PRON,PRP
were,AUX,VBD
about,ADP,IN
to,ADP,IN
.,PUNCT,.
It,PRON,PRP
was,AUX,VBD
n't,PART,RB
necessary,ADJ,JJ
to,PART,TO
let,VERB,VB
those,DET,DT
people,NOUN,NNS
die,VERB,VB
.,PUNCT,.
The,DET,DT
threat,NOUN,NN
from,ADP,IN
Ra,PROPN,NNP
was,AUX,VBD
gone,VERB,VBN
.,PUNCT,.
SAMUELS,VERB,VBZ
What,PRON,WP
about,ADP,IN
the,DET,DT
probe,NOUN,NN
we,PRON,PRP
sent,VERB,VBD
through,ADP,IN
?,PUNCT,.
It,PRON,PRP
was,AUX,VBD
crushed,VERB,VBN
instantly,ADV,RB
.,PUNCT,.
O'NEILL,PROPN,NNP
After,SCONJ,IN
we,PRON,PRP
came,VERB,VBD
home,ADV,RB
",",PUNCT,","
Daniel,PROPN,NNP
buried,VERB,VBD
the,DET,DT
',PUNCT,``
gate,NOUN,NN
in,ADP,IN
rocks,NOUN,NNS
",",PUNCT,","
making,VERB,VBG
my,PRON,PRP$
return,NOUN,NN
or,CCONJ,CC
anybody,PRON,NN
else,ADJ,JJ
's,AUX,VBZ
